id,name,price,pages,author_id,publisher_id,content,img,category_id,dayopt,language,description,priority,bookActive,isbn,ratedusers,rating,publishdate,author,publisher,cat,catmodel,taglink_id,tag_id_x,tag_id_y,tag
238,Rung Ho! A Novel,0.0,252,147,18,media/epubs/212.epub,media/bookimages/212.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.</span><br></p>",6,bookActive,,0,0.0,2004-02-01,Talbot Mundy,None,"Fiction, Literature & Novels",3month,"[16, 64]","[16, 64]","[16, 64]","['Adventure stories', 'Indian Tale']"
240,Told in the East ,0.0,236,147,18,media/epubs/214.epub,media/bookimages/214.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Told in the East By Talbot Mundy Talbot Mundy was an early 20th century English writer who often wrote under the pseudonym Walter Galt. At age 19 he left London to travel to India and parts of the Near and Far East. Most of Mundy's novels are set in India under British Occupation in which the loyal British officers encounter ancient Indian mysticism. In the 1920's Mundy wrote stories about Tros of Samothrace, a Greek freedom fighter who aided Britons and Druids in their fight against Julius Caesar. Told in the East in s romance set in India. The story begins, ""A coppersmith was about the only living thing that seemed to care whether the sun went down or not. He seemed in a hurry to get a job done, and his reiterated ""Bong-bong-bong!""--that had never ceased since sunrise, and had driven nearly mad the few humans who were there to hear it--quickened and grew louder. At last Brown came out of a square mud house, to see about the sunset."" We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.</span><br></p>",7,bookActive,,0,0.0,2004-03-01,Talbot Mundy,None,"Fiction, Literature & Novels",3month,"[16, 64, 80]","[16, 64, 80]","[16, 64, 80]","['Adventure stories', 'Indian Tale', 'History']"
243,The Winds of the World,0.0,94,147,18,media/epubs/217.epub,media/bookimages/217.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">A watery July sun was hurrying toward a Punjab sky-line, as if weary of squandering his strength on men who did not mind, and resentful of the unexplainable—a rainy-weather field-day. The cold steel and khaki of native Indian cavalry at attention gleamed motionless between British infantry and two batteries of horse artillery. The only noticeable sound was the voice of a general officer, that rose and fell explaining and asserting pride in his command, but saying nothing as to the why of exercises in the mud. Nor did he mention why the censorship was in full force. He did not say a word of Germany, or Belgium.</span><br></p>",6,bookActive,,0,0.0,2004-10-01,Talbot Mundy,None,"Fiction, Literature & Novels",3month,"[16, 64]","[16, 64]","[16, 64]","['Adventure stories', 'Indian Tale']"
218,A Journey in Other Worlds: A Romance of the Future by John Jacob Astor,0.0,234,148,18,media/epubs/192.epub,media/bookimages/192.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<div style=""text-align: justify; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">What did our ancestors dream of when they gazed up at the stars and looked beyond the present? Wildly imaginative but grounded in reasoned scientific speculation,&nbsp;<i>A Journey in Other Worlds</i>&nbsp;races far ahead of the nineteenth century to imagine what life would be like in the year 2000. At the beginning of the twenty-first century, Earth is effectively a corporate technocracy, with big businesses using incredible advances in science to improve life on the planet as a whole. Seeking other planets habitable for the growing human population, the spaceship&nbsp;<i>Callisto</i>, powered by an antigravitational force known as apergy, embarks on a momentous tour of the solar system. Jupiter proves to be a wilderness paradise, full of threatening beasts and landscapes of inspired beauty, where the explorers must fight for their lives. Dangers less tangible but equally deadly await the&nbsp;<i>Callisto</i>&nbsp;crew on Saturn, which yields profound secrets about their fate and the ultimate destiny of mankind.</div><div style=""text-align: justify; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;</div><div style=""text-align: justify; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Thoughtful, adventurous, and replete with a dazzling array of futuristic devices,&nbsp;<i>A Journey in Other Worlds</i>&nbsp;is a classic, unforgettable story of utopias and humankind’s restless exploration of the stars.</div>",9,bookActive,,0,0.0,1999-01-01,John Jacob Astor,None,"Fiction, Literature & Novels",3month,"[12, 16, 94, 95]","[12, 16, 94, 95]","[12, 16, 94, 95]","['Science fiction', 'Adventure stories', 'Space', 'Planet']"
220,The Face and the Mask by Robert Barr,0.0,138,149,18,media/epubs/194.epub,media/bookimages/194.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(34, 34, 34); font-family: sans-serif; font-size: 12.6px; background-color: rgb(250, 250, 255);"">A veritable potpourri of genres are these short stories, which include the cynical, the sentimental, the humorous; even an apocalyptic-ish science fiction story and a&nbsp;</span><i style=""color: rgb(34, 34, 34); font-family: sans-serif; font-size: 12.6px; background-color: rgb(250, 250, 255);""><a href=""https://en.wikisource.org/wiki/Sherlock_Holmes"" class=""mw-redirect"" title=""Sherlock Holmes"" style=""color: rgb(11, 0, 128); background-image: none; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">Sherlock Holmes</a></i><span style=""color: rgb(34, 34, 34); font-family: sans-serif; font-size: 12.6px; background-color: rgb(250, 250, 255);"">&nbsp;spoof—one of the earliest—the author being both a contemporary and a friend of Conan Doyle</span><br></p>",6,bookActive,,0,0.0,,Robert Barr,None,"Fiction, Literature & Novels",3month,"[12, 35, 96]","[12, 35, 96]","[12, 35, 96]","['Science fiction', 'Humorous stories', 'contemporary']"
225,Equality,0.0,424,150,18,media/epubs/199.epub,media/bookimages/199.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""text-align: justify; ""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">This marvelous book is the sequel to Bellamy's Looking Backward, his utopian novel of several years earlier, where a young man falls asleep in 1887 and wakes in a utopian year 2000, where all social ills are solved. This novel continues the thread of his utopian vision. Equality begins when Julian West returns to the year 2000 to continue his education. The book describes an ideal society in that year. Equality was published just before his death and was not received nearly as well as Looking Backward. Bellamy was born in 1850 in Chicopee Falls, Massachusetts. As a young man he studied law and entered the bar, but never practiced. He was a journalist and social theorist as well as a novelist. Bellamy's theory of public capitalism would greatly affect American political thought in the 20th century.</span><br></p>",8,bookActive,,0,0.0,2005-01-01,Edward Bellamy,None,"Fiction, Literature & Novels",3month,"[12, 57, 99]","[12, 57, 99]","[12, 57, 99]","['Science fiction', 'Social life', 'Utopian']"
227,"Looking Backward, 2000 to 1887",0.0,140,150,18,media/epubs/201.epub,media/bookimages/201.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">This book, a Utopian romance published first in 1888, predicted a new social and economic order and resulted in the founding of ""Nationalist"" clubs and a party that advocated their principles</span><br></p>",9,bookActive,,0,0.0,1996-08-01,Edward Bellamy,None,"Fiction, Literature & Novels",3month,"[12, 57, 67, 99]","[12, 57, 67, 99]","[12, 57, 67, 99]","['Science fiction', 'Social life', 'Romance ', 'Utopian']"
229,Miss Ludington's Sister,0.0,122,150,18,media/epubs/203.epub,media/bookimages/203.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<div data-hook=""review-collapsed"" aria-expanded=""true"" class=""a-expander-content a-expander-partial-collapse-content a-expander-content-expanded"" style=""overflow: hidden; position: relative; padding-bottom: 18px;""><div style=""color: rgb(17, 17, 17); font-family: &quot;Amazon Ember&quot;, Arial, sans-serif; font-size: 13px; text-align: justify;"">""Miss Ludington's Sister"" by Edward Bellamy was published in 1884 and is a love story with a twist - actually, more than one twist. It is of just the right length, with enough words used on the description of places and people to portray them vividly, but not with so much detail as to become boring.</div><div style=""text-align: justify;""><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><span style=""font-size: 13px;""><br></span></font></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">A young, beautiful woman with a shiny future ahead of her falls seriously ill. It takes her a long time to recover, and when she does, the illness has taken such a toll on her physically and mentally that she is hardly the same person any more. Her beauty is gone, her colours are faded, and all she wants now is to remember her past self with the happiness of her former life.</span></div></font><div style=""text-align: justify;""><br></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">The world around her has changed, too; when she timidly starts venturing outside again, she finds her friends from school days are mostly married, have babies, moved away or simply have found other pastimes without her who used to be at the centre of their circle. The village itself is constantly growing and being modernized, so that slowly but surely, everything she knew and loved in her youth is gone.</span></div></font><div style=""text-align: justify;""><br></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">When she is already in her middle age, she is left a vast fortune, and uses it to act out her dream of restoring the past: On an empty stretch of land, she has the high street of ""her"" village rebuilt according to her instructions, with every stone, every shrub and tree and every corner just the way they were when she was young and healthy and full of life. She moves into this ghostlike, empty village which becomes the scenery to her reclusive life.</span></div></font><div style=""text-align: justify;""><br></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">A relative of hers dies, leaving behind a little boy, and the duty to raise the orphan falls on her. Much as she loves the child and treats him like a son, he does not make a difference to her outlook on life, turned backwards instead of towards the future. On the contrary, the little boy loves the life-sized portrait of Miss Ludington's former self from the first moment he sets eyes on it (not knowing who she is), and his love only grows fonder and stronger as he gets older.</span></div></font><div style=""text-align: justify;""><br></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">Eventually, the boy is grown up, and Miss Ludington in her sixties. He returns from school, reluctant to start any profession or do anything else that will take him away from the empty village and the portrait. Instead, he develops a theory that, if proven true, could mean his abstract love for the girl in the painting can be turned into something real.</span></div></font><div style=""text-align: justify;""><br></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">How Miss Ludington and her nephew set about to bring the past to real life, and what happens when they do, I will not tell you here. Let me just say that the story managed to surprise me more than once, although some bits were foreseeable.</span></div></font><div style=""text-align: justify;""><br></div><font color=""#111111"" face=""Amazon Ember, Arial, sans-serif""><div style=""text-align: justify;""><span style=""font-size: 13px;"">This free ebook from the kindle shop was one I really enjoyed, and was almost sad to finish.</span></div></font></div><div class=""a-expander-header a-expander-partial-collapse-header"" style=""outline: 0px; position: absolute; bottom: 0px; width: 680px; transition: opacity 0.4s ease-out 0s; color: rgb(17, 17, 17); font-family: &quot;Amazon Ember&quot;, Arial, sans-serif; font-size: 13px; opacity: 1;""><a data-hook=""expand-collapse-read-more-less"" data-action=""a-expander-toggle"" class=""a-declarative"" data-a-expander-toggle=""{&quot;allowLinkDefault&quot;:true, &quot;expand_prompt&quot;:&quot;Read more&quot;, &quot;collapse_prompt&quot;:&quot;Read less&quot;}"" style=""color: rgb(0, 102, 192); outline: -webkit-focus-ring-color auto 5px; outline-offset: -2px;""><i class=""a-icon a-icon-extender-collapse"" style=""background-image: url(&quot;https://m.media-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS@variables-sprite_1x-6c462f5dc3bc3e40d0788502814fa7043355712a._V2_.png&quot;); background-size: 400px 900px; background-repeat: no-repeat; display: inline-block; vertical-align: baseline; position: relative; margin-right: 0.385em; width: 7px; height: 9px; background-position: -94px -293px;""><div style=""text-align: justify;""></div></i></a></div>",8,bookActive,,0,0.0,2004-11-01,Edward Bellamy,None,"Fiction, Literature & Novels",3month,"[12, 57, 67]","[12, 57, 67]","[12, 57, 67]","['Science fiction', 'Social life', 'Romance ']"
231,The Lani People,0.0,150,154,18,media/epubs/205.epub,media/bookimages/205.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Sex Toys? Pleasure Creatures? Animals? Humans? ***** Who are the Lani People? Who created them? ***** A classic novel of the future that continues to question our basic value-systems.&nbsp;</span><br></p>",10,bookActive,,0,0.0,2001-02-01,Jesse F Bone,None,"Fiction, Literature & Novels",3month,"[28, 69, 84]","[28, 69, 84]","[28, 69, 84]","['Classical', 'Sex and Gender', 'Animal']"
245,The Scarlet Pimpernel ,0.0,256,156,18,media/epubs/219.epub,media/bookimages/219.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Baroness Emmuska Orczy(September 23, 1865- November 12, 1947) was a British novelist, playwright and artist of Hungarian noble origin. She was born in Tarnaors, Heves Country, Hungary and was the daughter of composer Baron Felix Orczy and Countess Emma Wass. She is chiefly remerberd as author of The Scarlet Pimpernal, one of the greatest popular successes of the 20th century.</p><p style=""margin-top: -4px; margin-bottom: 0px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">An attractive blend of romance, intrigue,and suspense, this timeless historical adventure recalls the Reign of Terror following the French Revolution, when ruthless mobs ruled the streets of Paris and hundreds of royalists were sacrificed to the guillotine each day. The only hope of many was a brave and dashing leader who smuggled French aristocrats across the Channel to England and safety. Known by the name of the wildflower he leaves as a calling card, the pimpernel becomes the darling of the people and si particulary admired by Marguerite Blakeney, who mocks her foppish husband as ardently as she admires this gallant hero.</p>",6,bookActive,,0,0.0,2006-03-08,Baroness Emmuska Orczy Orczy,None,"Fiction, Literature & Novels",3month,"[10, 16, 80]","[10, 16, 80]","[10, 16, 80]","['Historical fiction', 'Adventure stories', 'History']"
247,The League of the Scarlet Pimpernel ,0.0,184,156,18,media/epubs/221.epub,media/bookimages/221.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""margin-top: -4px; margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">""The dangerous English spy known to the world as the Scarlet Pimpernel,"" he says, ""is now safely under lock and key. He must be transferred to the Abbaye prison forthwith -- and to the guillotine as quickly as might be. No one is to take any risks this time. There must be no question either of discrediting his famous League, or of obtaining other more valuable information out of him. Such methods have proved disastrous!""</p><p style=""margin-top: -4px; margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">There are no safe Englishmen these days, except the dead ones -- and it will not take citizen Fouquier-Tinville much thought or time to frame an indictment against the notorious Scarlet Pimpernel . . . and&nbsp;<em>that</em>will do away with the necessity of a prolonged trial. The revolutionary government is at war with England now, and short work can be made of all poisonous spies!</p>",7,bookActive,,0,0.0,2004-06-01,Baroness Emmuska Orczy Orczy,None,"Fiction, Literature & Novels",3month,"[16, 80, 85, 86]","[16, 80, 85, 86]","[16, 80, 85, 86]","['Adventure stories', 'History', 'Action', 'Spy']"
249,The Elusive Pimpernel ,0.0,188,156,18,media/epubs/223.epub,media/bookimages/223.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><b style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Elusive Pimpernel</b><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;by Baroness Orczy is the 4th book in the classic adventure series about the Scarlet Pimpernel. It is September 1793 and French Agent and chief spy-catcher Chauvelin is determined to get his revenge for the previous humiliations dished out to him at the hands of the Scarlet Pimpernel.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Chauvelin travels to England as an official representative of the French government tasked with looking after the interests of French citizens, but this is only a cover and his real purpose is to trick Sir Percy Blakeney into returning to France, where he can be captured and put to the guillotine.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The plot is hatched at a gala on Richmond Green, with the help of a young French actress, Désirée Candielle, whom Chauvelin has enlisted with promises of money, pardon and fame if she succeeds.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Désirée is manning a tent with a model guillotine under the premise of raising money for the poor of Paris. Marguerite Blakeney enters her stall and starts talking to Désirée. On discovering her to be a fellow French actress, she is soon taken in by the young woman's sob story and before long had invited her to perform at her house in Richmond in front of the Prince of Wales.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Once the offer has been made and accepted, Désirée's official chaperone is revealed as Chauvelin. Marguerite realizes she's been set up, but the offer has been made and Sir Percy insists that both of them should come to his house as arranged.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Juliette de Marny is staying with them at Blakeney Manor. Chauvelin has managed to get his hands on her family jewels and has given a diamond necklace, which belonged to Juliette's mother, to Désirée Candielle. When Désirée turns up at the Blakeney's Richmond mansion wearing the jewels there is a bitter argument between the women. Désirée manages to engineer the situation so that Sir Percy must fight Chauvelin in a duel to avenge the insults levied against her—for which they must go to France, as dueling is outlawed in England.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The following morning Percy leaves Marguerite behind in Richmond and heads for Boulogne. Chauvelin has no intentions of actually fighting the Englishman, but to ensure the Pimpernel cannot escape before he can be captured, Chauvelin sets a further trap for Marguerite who falls for it completely. Before long she has been arrested for attempting to enter France on a false passport, given to her by an apparently apologetic Désirée Candielle, as part of Chauvelin's plot.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">With Marguerite in prison and the citizens of Boulogne threatened with death if she escapes, Chauvelin appears to have an air-tight plan to secure and discredit Sir Percy that will end the meddling of the Scarlet Pimpernel for good... but as always Percy is more than a match for his arch-enemy...</span><br></p>",6,bookActive,,0,0.0,2001-07-01,Baroness Emmuska Orczy Orczy,None,"Fiction, Literature & Novels",3month,"[10, 16]","[10, 16]","[10, 16]","['Historical fiction', 'Adventure stories']"
43,The Romance of Lust: A classic Victorian erotic novel,0.0,367,22,18,media/epubs/15.epub,media/bookimages/15.jpeg,16,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><br></p><p><span style=""color: rgb(33, 33, 33); font-family: Roboto, Arial, sans-serif;"">Previously banned, this sexually explicit classic Victorian erotic novel, written from 1873 to 1876, centers around a young man Charlie and his emerging sexuality. Endowed with a large penis and equally insatiable sexual appetite, Charlie enjoys sexual encounters with his governess, aunt, uncle and friends of his parents. As his sexuality evolves, Charlie expands his experiments with even more explicit erotic activities...</span><br></p>",8,bookActive,,0,0.0,2009-10-14,Anonymous,None,Young Adult,3month,"[4, 30, 31]","[4, 30, 31]","[4, 30, 31]","['Language and Literature', 'Erotic stories', 'Young Adult']"
84,The Kama Sutra of Vatsyayana ,0.0,190,59,18,media/epubs/56.epub,media/bookimages/56.jpeg,16,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(33, 33, 33); font-family: Roboto, Arial, sans-serif;"">Kama means desire, love, and lust; sutra means teachings and ""verses."" The Kama Sutra, then, is the book of love, teaching the best methods of cultivating sensual pleasure, sexual desire, and loving union. A classic of world literature for 1,700 years, this is the most explicit and fascinating book ever written for lovers. This immortal work also serves as a window into Indian culture and mysticism. Its unique approach --combining meditations on politics and social customs with counsel on love and intimacy -- features frank, direct advice on bodily pleasures, from aphrodisiacs and kissing to orgasm-delaying techniques. This edition is the renowned translation by the great 19th-century explorer and writer Richard Burton. Its crisp style sets a new standard for Sanskrit translation, and its unblushing faithfulness to the original text sparked controversy in certain corners of the Victorian world. A wellspring of erotic knowledge, it remains an inspiration to readers of every era.</span><br></p>",8,bookActive,,0,0.0,2009-01-18,Vatsyayana,None,Young Adult,3month,"[5, 6, 18, 67, 69]","[5, 6, 18, 67, 69]","[5, 6, 18, 67, 69]","['Young women -- Fiction', 'Love stories', 'Fantasy fiction', 'Romance ', 'Sex and Gender']"
48,Beowulf: An Anglo-Saxon Epic Poem,0.0,112,27,18,media/epubs/20.epub,media/bookimages/20.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Beowulf is an Old English epic poem consisting of 3182 alliterative lines. It may be the oldest surviving long poem in Old English and is commonly cited as one of the most important works of Old English literature. A date of composition is a matter of contention among scholars; the only certain dating pertains to the manuscript, which was produced between 975 and 1025. The author was an anonymous Anglo-Saxon poet, referred to by scholars as the ""Beowulf poet"".</span><br></p>",5,bookActive,,0,0.0,2005-07-19,J. Lesslie Hall,None,Short Stories & Poetry,3month,"[4, 29, 38, 39]","[4, 29, 38, 39]","[4, 29, 38, 39]","['Language and Literature', 'Poetry', 'Dragons', 'Monsters -- Poetry']"
50,The Yellow Wallpaper,0.0,10,29,18,media/epubs/22.epub,media/bookimages/22.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""margin-top: 0.5em; margin-bottom: 0.5em; line-height: inherit; color: rgb(34, 34, 34); font-family: sans-serif;"">The story details the descent of a young woman into madness. Her supportive, though misunderstanding husband, John, believes it is in her best interests to go on a&nbsp;<a href=""https://en.wikipedia.org/wiki/Rest_cure"" class=""mw-redirect"" title=""Rest cure"" style=""color: rgb(11, 0, 128); background-image: none; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;"">rest cure</a>&nbsp;after experiencing symptoms of ""temporary nervous depression"". The family spends the summer at a colonial mansion that has, in the narrator's words, ""something queer about it"". She and her husband move into an upstairs room that she assumes was once a nursery. Her husband chooses for them to sleep there due to its multitude of windows, which provide the air so needed in her recovery. In addition to the couple, John's sister Jennie is present; she serves as their housekeeper. Like most nurseries at the time the windows are barred, the wallpaper has been torn, and the floor is scratched. The narrator attributes all these to children, as most of the damage is isolated to their reach. Ultimately, though, readers are left unsure as to the source of the room's state, leading them to see the ambiguities in the unreliability of the narrator.</p><p style=""margin-top: 0.5em; margin-bottom: 0.5em; line-height: inherit; color: rgb(34, 34, 34); font-family: sans-serif;"">The narrator devotes many journal entries to describing the wallpaper in the room – its ""yellow"" smell, its ""breakneck"" pattern, the missing patches, and the way it leaves yellow smears on the skin and clothing of anyone who touches it. She describes how the longer one stays in the bedroom, the more the wallpaper appears to mutate, especially in the moonlight. With no stimulus other than the wallpaper, the pattern and designs become increasingly intriguing to the narrator. She soon begins to see a figure in the design, and eventually comes to believe that a woman is creeping on all fours behind the pattern. Believing she must try to free the woman in the wallpaper, the woman begins to strip the remaining paper off the wall.</p><p style=""margin-top: 0.5em; margin-bottom: 0.5em; line-height: inherit; color: rgb(34, 34, 34); font-family: sans-serif;""><br></p>",7,bookActive,,0,0.0,1999-11-01,Charlotte Perkins Gilman,None,Short Stories & Poetry,3month,"[4, 5, 15, 31, 40]","[4, 5, 15, 31, 40]","[4, 5, 15, 31, 40]","['Language and Literature', 'Young women -- Fiction', 'Psychological fiction', 'Young Adult', 'Feminist fiction']"
70,Leaves of Grass,0.0,528,47,18,media/epubs/42.epub,media/bookimages/42.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">“That you are here—that life exists and identity, That the&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">powerful play goes on and you will contribute a verse.”</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Because grass grows in and around the graves, there is life after death.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Celebrating the self, the human body and the soul, Perceiving divinity in nature and accepting death as a reality, Obsessed romantically with the physical as well as the spiritual and Upholding the democratic ideals and accomplishments of America.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Walt Whitman’s poems are draped in poetic fancy and are eternal in their essence and beliefs. a collection of his poems, Leaves of Grass is a seminal work in the nineteenth-century American poetry and continues to amass huge readership across generations.</span><br></p>",6,bookActive,,0,0.0,1998-05-01,Walt Whitman,None,Short Stories & Poetry,3month,"[4, 28]","[4, 28]","[4, 28]","['Language and Literature', 'Classical']"
72,Dubliners ,0.0,240,49,18,media/epubs/44.epub,media/bookimages/44.jpg,17,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""margin-bottom: 14px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;Dubliners is a beautiful collection of vignettes describing Irish middle-class life in and around Dublin at the end of the 19th century. Joyce’s intention in writing Dubliners, in his own words, was to write a chapter of the moral history of his own country and he chose Dublin for the scene because the city appeared to him the centre of paralysis and decay. He tried to present it to the apathetic public under four of its aspects: childhood, adolescence, maturity and public life.</p><p style=""margin-top: -4px; margin-bottom: 0px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">‘The Sisters, “ An Encounter’ and ‘Araby’ are stories from childhood. “Eveline,’ ‘After the Race,’ ‘Two Gallants’ and ‘The Boarding House’ are stories from adolescence. ‘A Little Cloud. ‘’ Counterparts, ‘’Clay and ‘A Painful Case’ are all Stories concerned with mature life. Stories from public life are ‘Ivy Day in the Committee Room. ‘ ‘ A Mother’ and ‘Grace. ‘’ The Dead’ is the last story in the collection and most certainly Joyce’s greatest. It stands alone and as the Title would suggest, is concerned with death.</p>",6,bookActive,,0,0.0,2001-09-01,James Joyce,None,Short Stories & Poetry,3month,"[4, 34]","[4, 34]","[4, 34]","['Language and Literature', 'Fiction']"
